Incident No.,Incident_Date,Site,Type,Brief Description,Maint_Count_1d_before,Maint_Count_3d_before,Maint_Count_7d_before,Maint_Count_14d_before,Maint_Count_30d_before,Maint_Count_60d_before,Maint_Count_90d_before,Maint_Count_1d_after,Maint_Count_3d_after,Maint_Count_7d_after,Maint_Count_14d_after,Maint_Count_30d_after,Maint_Count_60d_after,Maint_Count_90d_after
INC-1154227,2017-02-03,Cheyenne WY,Hazard,"Lost power supply to plant and UPS did not keep power to DCS computer, computer shut down within seconds of power outage",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154224,2017-02-02,Cheyenne WY,Hazard,FCV-506 stayed in open position even though DCS sending signal to close,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154220,2017-02-03,Cheyenne WY,Near Miss,noticed that the oil filter in the BOM for C-448 was the wrong filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154218,2017-02-03,Cheyenne WY,Near Miss,"PM on the #16 water well generator revealed that the unit was low on antifreeze, noticed a small leak in the radiator",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154217,2017-02-03,Cheyenne WY,Near Miss,Completed a PM on the Frick Compressors and we found that we had one strainer ring in SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154180,2017-02-03,Cheyenne WY,Incident,#4 ACid Plant tripped down.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1154090,2017-02-02,Cheyenne WY,Near Miss,The mechanic Supervisor found the 2nd stage Frick oil was below the sight glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153853,2017-02-01,Cheyenne WY,Near Miss,#3 disposal well tripped on high pressure alarm,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153698,2017-02-01,Cheyenne WY,Near Miss,"we got a high DP on the west Cummins engine exhaust, we would drain the water out but the DP would not come down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153636,2017-01-31,Cheyenne WY,Hazard,NEW TAIL GASS BYPASS HEATER NOT IN SAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153551,2017-01-31,Cheyenne WY,Hazard,Gemba Finding - Unstable stair at the entry to the Process Shop Trailer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153463,2017-01-31,Cheyenne WY,Incident,Operations noticed on last set of rounds that there was a pinhole leak on the minimum flow line from Reflux pump to Reflux Accumulator at Prism Unit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153448,2017-01-31,Cheyenne WY,Near Miss,The pipperzine pump was not pumping causing the tank to over  flow.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153245,2017-01-27,Cheyenne WY,Hazard,Prism unit membrane trip on low scrubber water flow found bypassed in programming. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153195,2017-01-29,Cheyenne WY,Hazard,Operator found a jacketed nitrate line leaking condensate on the ground causing a slipping hazard from ice buildup,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153152,2017-01-29,Cheyenne WY,Hazard,"Operations noticed when changing LEL filter, that sensor was saturated in oil.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153151,2017-01-29,Cheyenne WY,Hazard,"Operations noticed on pump startup that pressure and flow dropped off on P-150B, MDEA pump.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153150,2017-01-29,Cheyenne WY,Hazard,Operations noticed that while running Piperzine pump it was not pumping tank down.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153106,2017-01-28,Cheyenne WY,Hazard,"going by P-150 pump the pump was making a lot of noise coming from the pump, I had mechanics look at it they said a bearing was going out.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153098,2017-01-28,Cheyenne WY,Near Miss,Primary reformer air coil failure risk discovered while investigating set point of failed air compression PSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153088,2017-01-27,Cheyenne WY,Hazard,83% nitrate line froze off.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153084,2017-01-27,Cheyenne WY,Hazard,"at 15:20 the PSV on the prism scrubber pump discharge lifted causing the pump to trip, and we could not get the pump to start, had to bypass the prism skid. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153083,2017-01-28,Cheyenne WY,Hazard,At 05:51 the C-150 3rd stage air discharge PSV lifted.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153080,2017-01-27,Cheyenne WY,Hazard,"While putting the Prism unit online, the operator found a valve stem broke on the Purge gas vent system of the Prism unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153068,2017-01-27,Cheyenne WY,Incident,Prism scrubber pump discharge PSV failed open causing loss of prism scrubber column and ammonia release. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153067,2017-01-27,Cheyenne WY,Near Miss,Cooper Compressor Ammonia Chiller overfilled resulting in small release of ammonia and contact to employee skin (no injury),0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153056,2017-01-23,Cheyenne WY,Near Miss,While determinating the motor leads on the west lean solutions pump marks were identified of electrical short circuit. The short circuit must not have been solid enough to trip the motor controller.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153017,2017-01-27,Cheyenne WY,Hazard,DURING PM INSPECTION VIBRATION WAS NOTOCED IN COOLING TOWER SHAFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1153004,2017-01-27,Cheyenne WY,Hazard,During a gemba it was noticed that a fire extinguisher was missing its inspection tag,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152981,2017-01-26,Cheyenne WY,Hazard,Operator noticed a leak developing on the 3rd stage Syn blow down block valve on the NCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152944,2017-01-26,Cheyenne WY,Hazard,C-O1 CO2 compressor has a hot valve on the 2nd stage suction.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152908,2017-01-26,Cheyenne WY,Hazard,"The E-103 chiller level transmitter needs calibrated, the level will not stabilize.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152850,2017-01-25,Cheyenne WY,Near Miss,"Plant was producing PB2000 into tanker at barricade and FCV-503 did not completely switch flow direction to barricade causing around 15,000 lbs of PB2000 to transfer into T-501",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152792,2017-01-25,Cheyenne WY,Hazard,Gemba Finding - Cracked ladder support located on Reactor ladder,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152777,2017-01-25,Cheyenne WY,Near Miss,Lock out not completed for installation of a dP meter on the DEF oil filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152676,2017-01-25,Cheyenne WY,Near Miss,"We had to pull out of prilling and go on a Solutions Run in #1 Lodan due to the C-448 Motor Bearing resulted in high Vibrating and High Temperature, Equipment Failure. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152637,2017-01-24,Cheyenne WY,Near Miss,DNTI tanker showed up to load 7000RU with at least 30 gals of water inside of tanker,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152590,2017-01-24,Cheyenne WY,Hazard,Pump housing plug leaking at threads- Shutdown pump for repair,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152587,2017-01-23,Cheyenne WY,Hazard,"LIC-301U linkage was broken on control valve, this controls level of V-310. Repaired by I & E",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152582,2017-01-23,Cheyenne WY,Near Miss,C02 Plant trip when starting C-01 C02 compressor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152498,2017-01-24,Cheyenne WY,Near Miss,Operations during rounds noticed a plug on standby NH3 booster pump had slight leak.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152497,2017-01-24,Cheyenne WY,Hazard,During filter change on DEF filter noticed that a smaller platform would be beneficial to operations.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152496,2017-01-24,Cheyenne WY,Hazard,Operations noticed that an LED light would be more beneficial on South side of JFP pumphouse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152472,2017-01-23,Cheyenne WY,Hazard,Operations noticed temperature on 4th stage C-01 was incorrect and wiring looked smashed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152400,2017-01-23,Cheyenne WY,Hazard,"On Gemba audit, Hot Work permit was found without fire watch signed on. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152376,2017-01-20,Cheyenne WY (DNTI),Near Miss,HARD BRAKE-Driver was departing Caballo mine and came over the hill before turning onto Bishop Road.  Slowed to 35 mph but truck wasn't slowing and trailer was locked up.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152284,2017-01-22,Cheyenne WY,Hazard,Bad valves on 4th stage east cylinder inboard suction.  Shutdown compressor to prevent further damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152255,2017-01-21,Cheyenne WY,Hazard,on rounds operator found the sulfuric acid line to the boiler blow down tank was leaking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152250,2017-01-13,Cheyenne WY (DNTI),Near Miss,NEAR MISS-Driver departing shop. Northbound on Southwest dr. Stopped at R/R crossing. Both lights turned green and driver proceeded across tracks. Train began to move and crossing arms came down barely missing trailer.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152235,2017-01-21,Cheyenne WY,Hazard,at 02:25 the gardner denver instrument air compressor tripped.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152039,2017-01-19,Cheyenne WY,Near Miss,"There was a small acid Leak on the Acid Flow to The Neutralizer in LoDan 2, A 1 inch Gate Valve. The Packing was Loose. Causing it to Leak acid. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152018,2017-01-03,Cheyenne WY (DNTI),Near Miss,NEAR MISS - Driver traveling westbound I-80.  Tractor trailer passed and cut him off.  Truck and car passing two snow plows in bad weather.   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152013,2017-01-18,Cheyenne WY,Near Miss,Driver loading at barricade left load out platform once he was done loading without contacting DCS operator and getting approval to leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152006,2017-01-04,Cheyenne WY (DNTI),Near Miss,NEAR MISS - Driving personal vehicle home from Denver.  Northbound I-25.  Snowing hard.  Poor visibility and road condtitions.  Had truck pass and dust me out and then end up in the median.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1152002,2017-01-18,Cheyenne WY,Hazard,Oil Skimmer Used Oil Tank Heater found to be not functional,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151809,2017-01-18,Cheyenne WY,Near Miss,While walking through the plant an operator stepped on a section of ditch grating that was to narrow for the ditch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151664,2017-01-17,Cheyenne WY,Hazard,Work at height certificate not properly filled out,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151663,2017-01-17,Cheyenne WY,Hazard,Temporary heater found blocking egress ladder,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151616,2017-01-16,Cheyenne WY,Hazard,"While investigating an irregular pump noise in the tempered water pump, it was found that a guard inside the pump had broke free and was rattling around inside the pump",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151543,2017-01-17,Cheyenne WY,Near Miss,Safety cage will not stay in a lowered position while on the truck.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151339,2017-01-16,Cheyenne WY,Hazard,Operations was running pump and heard rattle and pump pressure drop.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151318,2017-01-15,Cheyenne WY,Hazard,Operations noticed floodlight at base of reactor was covered by scaffolding and was not putting out much light.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151317,2017-01-15,Cheyenne WY,Hazard,Operations noticed that check valve on C-201 had a chatter in valve.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151165,2017-01-12,Cheyenne WY,Hazard,Maintenance dept was using same radio channel as emulsion plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1151073,2017-01-13,Cheyenne WY,Hazard,Operations noticed a knock in 4th stage of C-01 and valves getting hot.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150821,2017-01-02,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Loading 1.5 emulsion.  Safety chain secured by hose clamp.  If the stinger was to blow out the safety chain wouldn't hold it.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150780,2017-01-10,Cheyenne WY,Hazard,Critical control gemba - Passivation air rounds that are required to be documented every 2 hours were not recorded,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150778,2017-01-10,Cheyenne WY,Hazard,"aMDEA concentration om the log sheet reads 45-46%, should be 45%-50%",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150773,2017-01-10,Cheyenne WY,Hazard,"Tuesday at 11:10 AM, the weekly urea reactor weep hole checks, that are required to be completed every Monday, were not completed due to high winds",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150733,2017-01-10,Cheyenne WY,Hazard,"After turn over ,the board operator observed the boiler blowdown PH was not in normal parameters",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150697,2016-12-21,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driver on his way to deliver to mine.  On coming car in his lane passing other cars.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150694,2016-12-27,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driver loading 5.1 emulsion out of silo.  Hose kicked out and caused a spill.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150693,2016-12-31,Cheyenne WY (DNTI),Near Miss,NEAR MISS - Driver making turn after being stopped and truck was pushing and still traveling straight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150692,2017-01-06,Cheyenne WY,Hazard,Access ladder was covered in ice to the turbine gas boiler sightglass,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150687,2016-12-28,Cheyenne WY (DNTI),Near Miss,"NEAR MISS- Ice in the loading area.  Slip, trip, fall.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150682,2017-01-10,Cheyenne WY (DNTI),Near Miss,Near Miss - Entering DNTI Shop thru side door.  Wind was blowing hard and pulled the door out of my hands and slammed shut.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150669,2016-12-29,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Pedestrians crossing highway in front of truck.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150635,2017-01-09,Cheyenne WY,Hazard,I&E technician noticed insulation falling from the wall of ST-102 when he was driving a manlift out of the area,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150615,2016-12-29,Cheyenne WY (DNTI),Near Miss,"NEAR MISS- Driver in Grand Junction, CO.  Car ran a red light.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150610,2016-12-29,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Cars braking suddenly to turn off roadway.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150565,2017-01-10,Cheyenne WY,Hazard,Outside operator found the west rod on A carb leaking while doing his rounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150562,2017-01-10,Cheyenne WY,Near Miss,A large portion of the UREA remelt room roof blew off and landed where the UREA vehicles are normally parked,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150559,2017-01-10,Cheyenne WY,Near Miss,"Truck Driver Hauling Prill load almost blew off truck opening lids on trailer before loading., due to EXTREMELY high winds.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150346,2017-01-08,Cheyenne WY,Hazard,"at 1540 got a chlorine alarm in the JFP building, operator thought it was coming from the roto  meter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150335,2017-01-08,Cheyenne WY,Hazard,The gardner Denver air commpressor tripped on high oil temp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150329,2017-01-08,Cheyenne WY,Hazard,LSH-4912 Prism unit mist eliminator switch is loose and unstable,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150306,2017-01-07,Cheyenne WY,Hazard,The Gardner Denver air compressor was steadily increasing in oil temperature to the tripping point,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150228,2017-01-05,Cheyenne WY,Hazard,"FIC-4900 purge to the loop, instrument air froze causing valve to swing, instrument air lines were steamed and placed bleed on regulator.  This restored stability to valve and flow.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150227,2016-12-20,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driving to NARM.  Truck passing a road grader came at driver head on in his lane.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150223,2016-12-23,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driver climbing out of truck.  Mud caked on truck steps.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150221,2017-01-06,Cheyenne WY,Near Miss,"After taking A carb down for leaking rods, the head was found to be cracked",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150207,2016-12-31,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Car spun out on ice in front of driver.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150206,2016-12-28,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Road grader plowing snow at a slow speed on a sharp curve.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150069,2016-12-28,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driver had to avoid a snow plow turning around on a steep grade.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150066,2017-01-05,Cheyenne WY,Hazard,While making rounds the operator found oil heater steam on the Creole air compressor was left on too high ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150063,2016-12-21,Cheyenne WY (DNTI),Near Miss,NEAM MISS- Car lost control in front of driver.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150059,2017-01-02,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driver Traveling on I-80.  Passing slow moving vehicle that were in a 30+ chain.  Vehicles were all following almost bumper to bumper in right lane.  Vehicles making sudden lane changes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150057,2017-01-04,Cheyenne WY (DNTI),Near Miss,HARD BRAKE- Driver traveling down I-80 on icy road.  Driver had jake brake on.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150042,2017-01-05,Cheyenne WY,Near Miss,Operations was changing out North silo load out hose and it was discovered that new load out hose was not crimped onto threaded hose barb fitting,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1150039,2017-01-04,Cheyenne WY,Hazard,Transfering 83% ANSOL from tank farm into emulsion plant and plant experianced a power blip causing DCS shut down,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149958,2017-01-04,Cheyenne WY (DNTI),Near Miss,HARD BRAKE- Driver traveling on I-80 following a snow plow and car about a tractor/trailer length behind.  Plow and car slowed down.  Driver applied brakes to slow then had to brake harder.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149954,2017-01-04,Cheyenne WY (DNTI),Near Miss,HARD BRAKE- Driver was testing brakes in mine.  He thought the brakes felt stiff like driving down slight incline.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149866,2017-01-04,Cheyenne WY,Hazard,on the portable RO unit on the south end of the trailer a couple of plastic fittings broke off.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149824,2017-01-04,Cheyenne WY,Incident,The #4 Acid Plant and LoDan #2 Tripped Down from power failure Due to Winter Conditions. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149822,2017-01-04,Cheyenne WY,Hazard,"At 1540 the plant had a power surge that took out the Frick compressors, Liwin cooling water pump and A carb pump.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149803,2017-01-04,Cheyenne WY,Near Miss,"After thawing the spill back line to the first absorber and putting it back  in service, one of the bleeds developed a leak spraying carbamate on the floor  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149730,2017-01-04,Cheyenne WY,Hazard,"B carb pump tripped down, after restarting pump we had trouble holding a level in the 1st abs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149699,2017-01-03,Cheyenne WY,Hazard,"at 20:15 B carb pump tripped down, due to the temperature in the building being low, the steam heater was pulled to replace with a new one. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149690,2017-01-03,Cheyenne WY,Hazard,the boiler firing control -13 on the urea boiler froze off and made the boiler keep firing up.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149676,2016-12-22,Cheyenne WY (DNTI),Near Miss,"NEAR MISS- Exiting truck stop in Grand Junction, CO.  A parked tractor trailer backed out of parking space rapidly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149674,2016-12-23,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driving during before dawn.  Deer crossed road in front of truck.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149672,2016-12-22,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driving on snow downhill around a blind corner.  State snow plow was turning around on the road.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149669,2016-12-24,Cheyenne WY (DNTI),Near Miss,NEAR MISS- Driving by COLOWYO.  Snowmobiles crossing highway in front of truck.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149654,2016-12-29,Cheyenne WY (DNTI),Near Miss,"Hard Brake- Driving south bound I-25 near Glendo, WY.  Pickup pulling a utility trailer passed DNTI truck.  Shelving unit flew out of back of truck and slid in front of truck.  Driver hit the brakes to avoid hitting it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1149653,2017-01-03,Cheyenne WY (DNTI),Near Miss,Near Miss-  Sam De Leon was driving in the Cheyenne plant on his way back to load emulsion.  As Sam rounded to corner to proceed to 1.5 loading rack the truck began to lose air pressure.   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
